EventId,EventTemplate,Occurrences
E41,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for <*> using engine <KSUpdateEngine:<*>,38
E104,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Finished self update check.,19
E59,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,19
E51,"<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.",19
E47,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentUploader fetcher:finishedWithData:] Successfully uploaded stats to <NSMutableURLRequest: <*> { URL: <*> },18
E55,"<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp uploadStats:] Successfully uploaded stats <KSStatsCollection:<*> path=""<*>"", count=<*>, stats={",18
E77,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Finished with engine thread,19
E163,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp checkForUpdates] Finished update check.,19
E519,Error <*> creating authorization,15
E443,Actually performing action comment for <*>,1
E505,Performing context menu action,3
E75,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,15
E422,Triggering diganostics messages cleanup,7
E449,Could not find access page in directory <*>,4
E503,Removed expired problem report: <*>,12
E316,Cleaning up expired diagnostic messages database at path: <*>,7
E474,Service exited with abnormal code: <*>,13
E313,Could not signal service <*>: <*>: Could not find specified service,4
E190,[<*>] fragManifold_PushBytes signalled err=<*> (<*>) (Second 'ftyp' atom encountered) at <*> line <*>,19
E619,jemmytest,526
E141,WARNING: <*> font data isn't in the correct format required by the Adobe Type <*> Font Format specification.,70
E583,"Page bounds {{<*>, <*>}, {<*>, <*>}}",49
E365,Sandbox: com.apple.Addres(<*>) deny(<*>) mach-lookup <*>,12
E109,[<*>] CMSampleBufferCallForEachSample signalled err=<*> (<*>) ([aborting loop early due to error from callback]) at <*> line <*>,3
E303,handle_will_sleep_auth_and_shield_windows: Deferring.,83
E220,<*> <*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,29
E494,Central manager is not powered on,35
E202,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller <*> Error Domain=<*> Code=<*> ""(<*>)""",9
E145,"[CardDAVPlugin-ERROR] Exception caught while running sync with server: Error Domain=<*> Code=<*> ""(<*>)""",11
E135,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*>, doesn't have account access.",106
E201,"[Accounts] Failed to update account with identifier <*> error: Error Domain=<*> Code=<*> ""(<*>)""",106
E475,vm_compressor_record_warmup (<*> - <*>),5
E559,Failed to start scanning,8
E66,"<*> : SDWormholeServer::failedToStartScanningWithError Error Domain=<*> Code=<*> ""(os/kern) no access"" UserInfo={NSLocalizedDescription=<*>}",6
E447,***** Received request to scan at <*> *****,14
E237,[<*>] [WARNING: CalDAVAccountRefreshQueueableOperation :: <*> refresh failed],12
E421,-[WebSocketNetWork webSocketDidOpen:],12
E331,-[WebSocketNetWork webSocket:didReceiveMessage:],12
E165,ERROR | -[LWBuiltInScreenLockAuthLion <*> | Attempted to add an observer when already observing,3
E200,"blued: unable to relinquishBluetoothPagingLockAndReply Error Domain=<*> Code=<*> ""(<*>)""",14
E132,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Network is unreachable,14
E295,nw_path_query_lqm Tried to query LQM on path with no interfaces,9
E423,sigio_handler: sigio_handler_active != <*>,206
E431,com.apple.WebKit(<*>) deny file-read-data <*>,14
E270,Extension remained dirty for too long after trying to exit. Killing.,2
E8,"<*> <*>, <*>, <*>, [NetworkDefaults]: Error updating network defaults: Error Domain=<*> Code=-<*> <*>"" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> ""(<*>)"" UserInfo={_kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*>}",1
E501,XPC Activity invoked with state=<*>,5
E522,Running daily periodic task.,7
E517,Running weekly periodic task.,1
E594,Killing auth hosts,28
E597,Session <*> destroyed,28
E480,hfs: mounted Recovery HD on device <*>,5
E114,(Volume.Normal:<*>) volume:<*> ********** Bootstrapped Creating a default store:<*> SpotLoc:<*> SpotVerLoc:<*> occlude:<*> <*>,5
E432,(ImportBailout.Error:<*>) Asked to exit for <*>,65
E433,Logging disabled completely for device:<*>: <*> <*>,5
E382,hfs: unmount initiated on Recovery HD on device <*>,5
E372,Finder(<*>) System Policy: deny file-write-create <*>,4
E53,"-[NETAWDManager reportStats:metricID:] AWDServerConnection newMetricContainerWithIdentifier failed for metric <*>, server <*>, not reporting:",4
E335,moduleFromLegacyDefaults: <ScreenSaverDefaults: <*>,1
E385,Attempted search for modules of unknown type (<*>),1
E30,"Application App:<*> asn:<*> pid:<*> refs=<*> @ <*> tried to be brought forward, but isn't in fPermittedFrontApps ( ( ""<*>"")), so denying. : LASSession.cp <*> SetFrontApplication() q=LSSession <*> queue",2
E137,"[cps/setfront] Failed setting the front application to loginwindow, psn <*>, securitySessionID=<*>, err=<*>",2
E168,ERROR | -[LWBuiltInScreenLockAuthLion <*> | Attempted to remove an observer when not observing,14
E435,SecTaskLoadEntitlements failed error=<*>,10
E228,"[<*>] <<< FigDiskCacheRepository >>> fdcr_GetFileStats: stat failed for <*>, err = <*>",29
E277,[<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (<*>) (<*> key) at <*> line <*>,1048
E144,[<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1052
E281,[<*>] itemasync_SetProperty signalled err=<*> (<*>) (invalidated) at <*> line <*>,175
E203,handle_will_sleep_auth_and_shield_windows: NULL shield_window (lock state: <*>),5
E219,GVA warning: addNewReferenceEntry_MMCO mmcoFunc1 not found requested <*> curr = <*>,5
E326,GVA warning: addNewReferenceEntry_MMCO force release <*>,2
E342,Sandbox: com.apple.WebKit(<*>) deny(<*>) file-read-data <*>,39
E212,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)",22
E94,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*> sec.",61
E111,[<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: <*> rejecting report of layer being serviced - IQ has not yet begun to update,167
E351,[<*>] itemasync_CopyProperty signalled err=<*> (<*>) at <*> line <*>,111
E268,Failed to connect <*> outlet from <*> to <*>: missing setter or instance variable,39
E369,<*>(<*>) deny ipc-posix-sem SandboxingDetectionTest,3
E133,[<*>] vtDecompressionDuctCreate signalled err=<*> (err) (Could not select and open decoder instance) at <*> line <*>,4
E214,Sandbox: com.apple.WebKit(<*>) deny(<*>) ipc-posix-sem SandboxingDetectionTest,1
E40,"[<*>] <<<< CRABS >>>> crabsFlumeConnectionToHostLost: [<*>] Byte flume reports connection to host lost. No error specified, using kCFURLErrorCannotConnectToHost.",10
E258,SysAdmChk: Throttling activity execution. memFlags:<*> thermalLevel:<*>,22
E6,"[CardDAVPlugin-ERROR] -_handleAddsOrModifies:<*> Error Domain=<*> Code=<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}",5
E5,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller <*>] Error Domain=<*> Code=<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}",69
E232,[CardDAVPlugin-ERROR] -getHomeInfo:[_controller containersAtURLs:{(,23
E608,DEAD_PROCESS: <*> <*>,2
E546,Connecting to Dropbox on '<*>',5
E540,Connected to Dropbox on <*>.,5
E561,Garcon is ready (<*> alive).,5
E557,Invalidating watch set.,5
E595,Watch set is now: {(,5
E545,Garcon destroyed (<*> alive).,5
E549,client <*> plug-in <*> election := <*>,5
E280,"[QL] After retry, preview was from a different type for <QLPreview <*>",1
E573,[<*>] (Fig) signalled err=<*>,29
E276,[<*>] <*> signalled err=<*> (<*>) (FigScheduledReadRequestRead failed) at <*> line <*>,19
E78,[<*>] videoMentorThreadCreateSampleBuffer signalled err=<*> (err) (FigSampleGeneratorCreateSampleBufferAtCursor failed) at <*> line <*>,13
E217,_CGXRemoveWindowFromWindowMovementGroup: window <*> is not attached to window <*>,12
E121,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>. Failed codec specific check.,26
E253,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,26
E54,[<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,26
E616,payload Data <*> <*>,8
E49,[EAPOLControl.c:<*>] EAPOLControlAuthInfoIsValid(): Ignoring SaveCredentialsOnSuccessfulAuthentication since no credentials were specified,5
E617,<*> START uid <*> gid <*>,5
E620,<*>: <*> User Mode,5
E445,<*> EAP-PEAP: successfully authenticated,11
E472,AirPort: RSN handshake complete on <*>,11
E57,"CoreText: *** Unmapped <*> <CTFont: <*>{name = <*>, size = <*>, matrix = <*>, descriptor = <CTFontDescriptor: <*>{attributes = <CFBasicHash <*> [<*>]>{type = <*>, count = <*>,",3
E613,wake time set <*> s,58
E526,full wake request (reason <*>) <*> ms,46
E565,"newHeight=<*>,oldHeight=<*>",2
E402,ARPT: <*>: ARPT: Wake Reason: Wake on TCP Timeout,148
E567,Configuration Notice:,216
E240,"<*>: scheduler returned <*>; however, this job is <*> seconds overdue. Running anyway.",32
E222,"mDNSOffloadUserClient: GetKeepaliveData: tcp.info sysctl failed, err=<*>. <*> -> <*>",2
E610,ARPT: <*>: <*>: <*> failed,2
E27,process <*> caught causing excessive wakeups. Observed wakeups rate (per sec): <*>; Maximum permitted wakeups rate (per sec): <*>; Observation period: <*> seconds; Task lifetime number of wakeups: <*>,4
E207,Invoking spindump for pid=<*> wakeups_rate=<*> duration=<*> because of excessive wakeups,4
E344,Saved wakeups_resource.diag report for <*> version <*> (<*>) to <*>,4
E264,AppleCameraGetProperties: SetPropertyNotificationPort status=<*>,4
E488,failed to copy buffer for AID: <*> PID: <*>,3
E626,<*> STOP,5
E305,Service only ran for <*> seconds. Pushing respawn out by <*> seconds.,27
E451,"ARPT: <*>: <*>: Beacon Loss Event, last RSSI[<*>]",9
E284,AirPort: Link Down on <*>. Reason <*> (Disassociated due to inactivity).,9
E189,setsockopt - IP_ADD_MEMBERSHIP error <*> errno <*> (Can't assign requested address) group <*> on <*>,4
E466,<*>: DAD complete for <*> - duplicate found.,24
E497,<*>: manual intervention required!,24
E518,network changed: <*> DNS Proxy SMB,22
E42,[<*>] <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,4
E112,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Can't assign requested address,22
E4,"<*> <*>, <*>, <*>, [CountryConfiguration]: Could not determine current country code: Error Domain=<*> Code=<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}",16
E206,"<*>: possible hardware address duplication detected, disabling IPv6 for interface.",2
E160,[<*>] [Failed to refresh <CalManagedSubscriptionInfo: <*> (entity: SubscriptionInfo; id: <*> ; data: {,13
E154,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] No route to host,66
E159,[<*>] [Coalescing failed operation [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*>]],16
E602,network changed,4
E298,*** -[NSRecursiveLock unlock]: lock <*> unlocked when not locked,3
E452,*** Break on _NSLockError() to debug.,3
E290,Surface testing disallowed updates for <*> sequential attempts...,29
E370,Surface test allowed updates after <*> attempts (<*> ms),29
E420,<*> ERROR: >aq> <*>: AQBuffer * <*> has enqueue count of <*>,18
E560,Removing excessive log: <*>,2
E28,"[<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain <*> ""(<*>)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<*>{type = <*>, count = <*>,",18
E400,Warning: I could not find the column named <*>'.,2
E389,Sandbox: com.apple.WebKit(<*>) Sandbox: deny(<*>) <*> <*>,1
E537,it(<*>) deny(<*>) file-read-data <*>,1
E244,SSaandbox:ndb ox: <*>(bKit(<*>) ) ddeennyy((<*>)) fifleile-re-raedad--ddaattaa <*>,1
E622,time set <*> s,1
E255,[<*>] FigFileForkOpenMainByCFURL signalled err=<*> (<*>) (open failed) at <*> line <*>,26
E80,"[<*>] <<<< FigFile >>>> FigFileForkOpenMainByCFURL: opening url ""<*>"", path <*> options <*> failed errno <*> Resource temporarily unavailable",26
E260,Sandbox: com.apple.Sandbox: WebKit(<*>) plede.WebKny(<*>)i file-reat(<*> <*>) <*>,1
E572,deny(<*>) file-read-data <*>,1
E239,MessageTracer: load_domain_prefix_whitelist:<*>: Opening whitelist file: <*>,1
E216,"tcp_connection_get_statistics called with <*> connection, dumping backtrace:",3
E568,network changed: Proxy,5
E192,ImageIO: CGImageDestinationFinalize image destination does not have enough images,5
E615,extension <*> -> <*>,27
E191,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=<*> (<*>) (<*> Forbidden) at <*> line <*>,1
E169,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: Forbidden,1
E146,[<*>] HTTPRequest figHttpRequestDidReceiveResponseCallback: received http response <*> (error <*>) for <*>,2
E243,[<*>] HTTPRequest figHTTPDumpFinalURLAndRemoteAddress: address <*> final url <*>,2
E185,[<*>] clientHandledCustomURLCancel signalled err=<*> (<*>) (No matching request found) at <*> line <*>,1
E96,*** -[AVAssetResourceLoadingRequest finishLoading] was sent to an instance of <*> that was already finished. Ignoring.,1
E366,<*> ERROR: <*>: timed out after <*> (<*> <*>); mMajorChangePending=<*>,87
E308,Sandbox: Finder(<*>) System Policy: deny(<*>) file-write-create <*>,1
E324,notify name <*> has been registered <*> times - this may be a leak,7
E282,#<*> [I:AssetCacheLocatorService.queue] found no caching servers,1
E321,LaunchServices: Could not store lsd-identifiers file at <*>,12
E213,Cocoa scripting error for '<*>': four character codes must be four characters long.,3930
E259,.sdef warning for argument <*> of command <*> in suite <*>: <*> is not a valid type name.,63
E269,.sdef warning for attribute <*> of class <*> in suite <*>: <*> is not a valid type name.,4
E37,Using your own bundle identifier as an NSUserDefaults suite name does not make sense and will not work. Break on _NSUserDefaults_Log_Nonsensical_Suites to find this,3
E156,[<*>] FigAtomStreamAdvanceToNextAtomWithType signalled err=<*> (<*>) (Atom had a bogus length) at <*> line <*>,9
E19,"[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not find format reader for URL <*> path <*> extension <*> FileType '' MIMETYPE ""(<*>)"" SuggFileName ""(<*>)"" SuggNameExtension ""(<*>)""",14
E84,[<*>] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=<*> (<*>) (Unrecognized content) at <*> line <*>,11
E234,Got xpc error message in libspindump client connection: Connection invalid,1
E359,Service exited due to signal: Segmentation fault: <*>,1
E170,"BUG in libdispatch client: kevent[EVFILT_MEMORYSTATUS] add: ""Operation not supported"" - <*>",2
E176,objc[<*>]: Class <*> is implemented in both <*> and <*>. One of the two will be used. Which one is undefined.,38
E406,Saved crash report for Finder[<*>] version <*> (<*>) to <*>,1
E334,"[QL] No sandbox token for request <*>, it will probably fail",6
E283,"[QL] No sandbox token for thumbnail request <*>, it will probably fail",5
E361,QLStephen: Could not determine attribtues of file <*>,3
E429,QuickLookUIHelpe(<*>) deny file-read-data <*>,1
E564,<*> : Hash <*> exists in contacts,6
E513,<*> : AirDrop server enabled on port <*>,1
E418,"ARPT: <*>: AWDL Sync Enabled <*>, data path state[<*>]",2
E536,<*> : Bonjour advertise <*> started,1
E122,"IO80211AWDLMulticastPeer::transmitSuccess(): Alert. Expecting to receive tx status for sequence <*>, got <*>",1
E587,<*> : <*> server idle timeout,1
E551,<*> : AirDrop server disabled,1
E532,<*> : Terminate AirDrop P2P link,1
E140,IO80211AWDLPeerManager::monitorAWDLState Disabling AWDL due to no services and no active sockets,1
E13,"[<*>] HTTPRequest figHttpRequestDidFailCallback: Network error: domain=<*>, code=<*>, Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>} for <*>",4
E12,"[<*>] <<< CFByteFlume >>> FigCFHTTPReadResponse: [<*>] New network problem detected, error = Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}",4
E74,[<*>] audioMentorThreadForwardOrReversePlayback signalled err=<*> (<*>) (FigSampleGeneratorCreateSampleBufferAtCursor failed) at <*> line <*>,6
E230,[<*>] <<<< CRABS >>>> crabsDoJump: [<*>] thread <*> crabsMoveFirehose failed for block <*>,2
E108,[<*>] <<< CFByteFlume >>> fbf_TCPConnEventHandler: [<*>] tcp_connection failed during reconnection attempt: error = <*>,1
E58,[<*>] <<< CFByteFlume >>> fbf_TCPConnEventHandler: <*> tcp_connection succeeded in reconnection attempt. Network problem appears to be resolved.,4
E70,[<*>] <<< CFByteFlume >>> fbf_ResumeRetryAttempt: <*> Reconnection attempt already in progress. Leave it alone. (Unexpected race condition?),2
E181,SIO_CRABS siocrabsFinishUnlocked: abandoned stream; cancelling remaining requests,2
E252,[<*>] <<<< CRABS >>>> crabsWaitForLoad: <*> Wait time out - <*> (msRequestTimeout <*>),8
E34,"Google Chrome[<*>] triggered unnest of range <*>-<*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
E166,<*> <*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer started.,1
E115,<*> <*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer starting Installation.,1
E131,<*> <*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallBackend install] Google Software Update attempting to install.,1
E35,"Google Chrome <*> triggered unnest of range <*>-<*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits.",149
E151,NSWindow warning: adding an unknown subview: <FullSizeContentView: <*>. Break on NSLog to debug.,1
E618,Call stack:,1
E50,<*> <*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallBackend shouldInstallWithVersion:error:] Google Software Update found version that is the same or newer: <*>.,1
E197,Using ticket store: <KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*>,3
E558,Creating a new ticket...,1
E543,Created ticket <KSTicket:<*>,1
E274,KSKeyedPersistentStore store directory does not exist. [<*> - <*> - '<*>'],1
E72,KSPersistentTicketStore failed to load tickets. (productID: <*>) [<*> - '<*>'] (KSKeyedPersistentStore store directory does not exist. - <*> [<*>]),1
E322,ksadmin cannot access the ticket store:<KSUpdateError:<*>,1
E167,Errors logged by ksadmin: KSKeyedPersistentStore store directory does not exist. [<*> - <*> - '<*>'],1
E535,[ChromeExistion Version:<*>],41
E502,ChromeExistion main linkUrl = (<*>),41
E383,ChromeExistion main isUndetectWithCommand = <*>,41
E444,ChromeExistion main isBrowserDetect = <*>,41
E624,the url = <*>,41
E605,after trim url = <*>,41
E623,url host = <*>,41
E425,ChromeExistion main isUndetectWebsite = <*>,41
E199,"ChromeExistion main strSendMsg = {""websitekey"":<*>,""commandkey"":<*>,""browserkey"":<*>}",41
E291,Caching encoded userInfo to use until we are marked dirty again (<*> <*>),1
E458,Returning cached encoded userInfo (<*> <*>),1
E99,[<*>] <<< CFByteFlume >>> FigCFHTTPCopyBandwidthInfo: <*> dead connection? returning <*> for bandwidth and clearing history,3
E25,"[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not create format reader for URL <*>,video FileType <*> MIMETYPE <*> SuggFileName (<*>) instantiationError = <*>",1
E76,[<*>] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=<*> (<*>) (Error creating FormatReader) at <*> line <*>,1
E338,Skipping STATUS for <*> because CHECK failed with error: (<*>),5
E123,"LSCopyApplicationURLsForBundleIdentifier error:Error Domain=<*> Code=<*> ""kLSApplicationNotFoundErr: <*>""",2
E195,[<*>] FigDCP_GetCacheFileVersion signalled err=<*> (<*>) (unsupported file version) at <*> line <*>,1
E33,"tcp_connection_destination_write_setup_notsent_lowat <*> disabling low latency, setsockopt TCP_NOTSENT_LOWAT to <*> on fd <*> failed: [<*>] Invalid argument, dumping backtrace:",2
E177,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=<*> (<*>) (<*> File Not Found) at <*> line <*>,1
E153,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: File Not Found,1
E126,*** WebKit discarding exception: <*> *** -[__NSArrayM objectAtIndex:]: index <*> beyond bounds for empty array,1
E164,"handle_will_sleep_auth_and_shield_windows: Ordering out authw <*>(<*>), shield <*>(<*>) (lock state: <*>)",3
E89,disable_update_timeout: UI updates were forcibly disabled by application <*> for over <*> seconds. Server has re-enabled them.,6
E52,common_reenable_update: UI updates were finally reenabled by application <*> after <*> seconds [<*>] (server forcibly re-enabled them after <*> seconds [<*>]),6
E550,No items found in keychain,8
E470,Reverting sleep with relative wake,1
E601,"RTC: Alarm <*>, sleep <*>",1
E98,"NSFileSandboxingRequestRelatedItemExtension: an error was received from pboxd instead of a token. Domain: <*>, code: <*>",1
E85,"+[NSFileCoordinator addFilePresenter:] could not get a sandbox extension. primaryPresentedItemURL: <*>, presentedItemURL: <*>",1
E142,"service_resolve_router_complete <*>: ARP failed, arp_client_transmit(<*>) failed, Network is down (<*>)",1
E436,Unrecognized XSSimpleTypeDefinition: <*>,15
E211,childFrame with no value: <*> EWSMailboxTypeTypeDefinition:<*> (Inlined Arrays: (<*>)),15
E390,ERROR: send_all(<*>) wrote <*> of <*> errno <*> (Broken pipe),1
E247,[HID] [MT] MTSimpleHIDManager::deviceDidBootload device bootloaded,1
E441,"select(<*>, <*>, <*>, <*>, <*>) error: Bad file descriptor",1
E482,setup(?:obsolete) failed rcode=<*>,4
E2,"<*> <*> ksfetch[<*>] [lvl=<*>] -[FetchDelegate fetcher:failedWithError:] Fetcher generated error: Error Domain=<*> Code=<*> <*>"" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> <*>"" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}",4
E14,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] The Internet connection appears to be offline. [NSURLErrorDomain:-<*>] (The Internet connection appears to be offline. [kCFErrorDomainCFNetwork:-<*>]),4
E10,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSServerUpdateRequest(PrivateMethods) fetcher:failedWithError:] KSServerUpdateRequest fetch failed. (productID: <*>) [com.google.UpdateEngine.CoreErrorDomain:<*> - '<*>'] (The Internet connection appears to be offline. [NSURLErrorDomain:<*>]),4
E20,<*> <*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction(KSServerUpdateRequestDelegate) startFallBackForRequest:] KSUpdateCheckAction running fallback KSServerUpdateRequest: <KSOmahaServerUpdateRequest:<*>,2
E297,ARPT: <*>: <*>: leaveModulePoweredForOffloads: Wi-Fi will turn off.,1
E302,"ARPT: <*>: ChangeVCO => vco:<*>, xtalF:<*>, frac: <*>, ndivMode: <*>, ndivint: <*>",1
E386,ARPT: <*>: Data written into the PLL_CNTRL_ADDR2: <*>,1
E306,ARPT: <*>: Data written into the PLL_CNTRL_ADDR3 (Fractional): <*>,1
E16,[Warning] Broadcasting no devices for account IDSDAccount: <*> [Service: IDSDService: <*> [Identifier: <*> Display Name: <*> Topic: <*> Service: <*> Protocol: <*>] Login: <*> UniqueID: <*> Account Type: <*> Registration: <*> Registered: <*> Linked Accounts: <*>] even though we have some,2
E377,Unknown class <*> in Interface Builder file at path <*>.,4
E278,-[PushServiceStoreDispatch getEnabledMediaTypesWithReply:],2
E506,NSScanner: nil string argument,1
E136,-[NETPowerManager powerPolicyForTimeslot:workload:] failed to find policy for workload <*> timeslot <*> / <*>,1
E86,code validation failed in the process of getting signing information: Error Domain=<*> Code=<*> <*> UserInfo={SecCSArchitecture=<*>},1
E225,EWSGetItemResponseType returned no results; the request may have timed out.,1
E490,network changed: <*>(<*>) DNS- Proxy SMB,1
E541,DHCP <*>: INIT transmit failed,1
E120,[<*>] [Account <*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*>],4
E194,-[PVTextSearchIndexManager indexForContainer:forSearchBasis:]: elapsed time = <*>,2
E562,realpath() returned <*> for <*>,3
E345,Could not get event name for <*>: <*>: <*>: Request for stale data,1
E384,CoreAnimation: failed to receive fence reply: <*>,3
E413,CoreAnimation: failed to send fence reply: <*>,2
E491,"(UID <*>) Found <*> plugin types, <*> plugins",1
E158,__mDNSGetRemoteMAC_block_invoke: Mach communication failed: <*> <*> (os/kern) no space available,1
E83,"dynamic_cast error <*>: One or more of the following type_info's has hidden visibility. They should all have public visibility. <*>, <*>, <*>.",1
E307,Sandbox: QuickLookSatelli(<*>) deny(<*>) file-issue-extension <*>,2
E349,Failed to obtain sandbox extension for path=<*>. Errno:<*>,2
E525,<*> could not connect to networkd,1
E63,"__nw_path_evaluator_start_helper_connection_block_invoke net_helper_path_evaluation_start callback failed, dumping backtrace:",1
